sentence,label,validity,faults,domain,year,title,source,slide
The AMS must not let the air temperature reach values out of the prescribed limits for the destination environment.,constraint,valid,valid,aviation,2017,A complete STPA Application to the Air Management System of Embraer Regional Jets family,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Andrea-Scarinci_STPA-Application-Air-Management-System-Commercial-Aviation.pdf,7.0
The AMS must not transport air to inappropriate environments at inappropriate times.,constraint,valid,valid,aviation,2017,A complete STPA Application to the Air Management System of Embraer Regional Jets family,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Andrea-Scarinci_STPA-Application-Air-Management-System-Commercial-Aviation.pdf,7.0
The app must command the pump to stop if the patient's vital signs indicate over-infusion.,constraint,valid,valid,medicine,2015,Using STPA to support Risk Management for Interoperable Medical Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Procter-Using-STPA-for-RM-in-Interoperable-Medical-Systems.pdf,25.0
The app must inform the display of the pump command status.,constraint,valid,valid,medicine,2015,Using STPA to support Risk Management for Interoperable Medical Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Procter-Using-STPA-for-RM-in-Interoperable-Medical-Systems.pdf,25.0
The app must inform the display of the status of the patient's vital signs.,constraint,valid,valid,medicine,2015,Using STPA to support Risk Management for Interoperable Medical Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Procter-Using-STPA-for-RM-in-Interoperable-Medical-Systems.pdf,25.0
The burnout of 2E must be detected.,constraint,valid,valid,aviation,2014,"SFTA, SFMECA, and STPA Applied to Brazilian Space Software",https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/STPA_Workshop2014-LAHOZ.pdf,14.0
The burnout of 3E must be detected.,constraint,valid,valid,aviation,2014,"SFTA, SFMECA, and STPA Applied to Brazilian Space Software",https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/STPA_Workshop2014-LAHOZ.pdf,14.0
The Certification Authority personnel shall be qualified according to project/production area they are analysing.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
The Certification Authority personnel shall be qualified at the certification process.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
The certification process shall allow identification of critical flaws and loss scenarios.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
The certification process shall allow verification of all safety critical or performance requirements and also the system functions.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
"The certification process shall be continuously updated, allowing improvement of the procedures and regulations.",constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
The Control system shall determine the axle torque request periodically.,constraint,valid,valid,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22.0
The Control System shall not miscalculate the Axle Torque request.,constraint,valid,valid,automotive,2013,Compatibility Study of STPA with Automotive Safety Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Sundaram_GM_STPA_Study_Presentation_MIT.pdf,22.0
The Controller shall warn passengers when the door is about to open or close.,constraint,valid,valid,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4.0
The CREVAS must operate when the two events—High-level radioactive at air intakes of MCR or the SIAS—occur.,constraint,valid,valid,nuclear,2013,Application of STPA to Engineered Safety Features of a Nuclear Power Plant,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Lee_STPA_ESFCCS.pdf,14.0
The crew shall be given positive notification of arrival at the requested FL.,constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
"The CSAS must operate when the three events—LOCA, S/WP-Ex, or the SIAS—occur.",constraint,valid,valid,nuclear,2013,Application of STPA to Engineered Safety Features of a Nuclear Power Plant,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Lee_STPA_ESFCCS.pdf,14.0
The damage to people or properties on the ground.,hazard,invalid,not,aviation,2013,A systematic safety control approach and practice on flight tests of a low-cost blended-wing-body demonstrator,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_LuYi_Presentation_2rd_STAMP_Workshop.pdf,16.0
The dispatcher in the CTC and the watch keeper should identify the potential danger in the railway line and command the train to slow down or stop in emergency situations.,constraint,valid,valid,train,2012,Analysis of Railway Accidents in China,http://psas.scripts.mit.edu/home/get_pdf.php?name=2-13-Suo-Analysis-of-Railway-Accidents-in-China.pdf,13.0
The driver is able to override the ACC system at any time by activating the brake or accelerator pedal.,hazard,invalid,rewrite,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7.0
The energetic material state must not differ from the safety acceptable conditions to be handled.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,12.0
The failures in the Train Control System must be identified and provided as feedback to the dispatcher of CTC in time.,constraint,valid,valid,train,2012,Analysis of Railway Accidents in China,http://psas.scripts.mit.edu/home/get_pdf.php?name=2-13-Suo-Analysis-of-Railway-Accidents-in-China.pdf,13.0
The FI must assist the trainee in enforcing these safety constraints.,constraint,valid,valid,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6.0
The FI must take over the control to enforce these safety constraints if necessary.,constraint,valid,valid,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6.0
The financial budget for the project development and production shall be allocated by the sponsors.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11.0
The flight crew must execute the ITP immediately when approved unless it would be dangerous to do so.,constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
"The flight crew must execute the ITP with correct climb rate, flight levels, Mach number, and other associated performance criteria.",constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
The flight crew must have control of the aircraft all the time.,constraint,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6.0
The flight crew must never violate predetermined minimum/maximum altitude.,constraint,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6.0
The flight crew must never violate the minimum distance to other aircraft.,constraint,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6.0
The flight crew must not abort the ITP unnecessarily. (Rationale: An abort may violate separation minimums),constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
The flight crew must not continue the ITP maneuver when it would be dangerous to do so.,constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
The flight crew must not execute an ITP when the ITP criteria are not satisfied.,constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
The flight crew must not execute the ITP before approval by ATC.,constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
The flight crew must not execute the ITP when it has not been approved by ATC.,constraint,valid,valid,aviation,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,82.0
The ignition of the second rocket stage (2E) must be detected.,constraint,valid,valid,aviation,2014,"SFTA, SFMECA, and STPA Applied to Brazilian Space Software",https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/STPA_Workshop2014-LAHOZ.pdf,14.0
The intervention between ACC system and driver should be limited to the traffic environment and conditions.,constraint,valid,valid,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,11.0
The Laboratory Managers must periodically implement training for safely handling Energetic Materials to the Laboratory Supervisors and Operators.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,14.0
The laboratory supervisor must supervise the laboratory activities to verify the safety standards for handling energetic materials.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,12.0
"The Laboratory Supervisors must be a part of the scale of the energetic material manipulated, if the authorizations are correct, and if the work is conducted at the appropriate time with people to provide first aid or trigger emergency mode if necessary.",constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,13.0
The LKA system must not allow the vehicle switch to lanes without the correct turn-indicator being actuated.,constraint,valid,valid,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,12.0
The LKA system must not perform corrective action if the correct turn-indicator is actuated (if the direction of deviation is the same as the turn-indicator).,constraint,valid,valid,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,12.0
The LKA system must verify that corrective action has beenperformed either from its inputs or feedback from the electrical steering system.,constraint,valid,valid,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,12.0
The operator should always be able to control the attitude and flight path during the whole flight.,constraint,valid,valid,aviation,2013,A systematic safety control approach and practice on flight tests of a low-cost blended-wing-body demonstrator,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_LuYi_Presentation_2rd_STAMP_Workshop.pdf,16.0
"The owner of a certificate product shall be aware of the expiration date, if applicable, and provide the necessary documentation to avoid its expiration.",constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
The owner of a certificate product shall maintain the system safety and the manufacturing according to the design approved to avoid the certificate to be cancelled.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
The patient is injured or killed from subsequent treatment due to inaccurate MRI simulation.,loss,invalid,condition,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,8.0
The patient is injured or killed in the process of MRI simulation.,loss,invalid,condition,medicine,2019,STAMP for Hospital Safety,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/4-Wed-Aft__Wong_Singer__undefined__STAMP_HospitalSafety.pdf,8.0
The pilot must always follow the RA provided by TCAS.,constraint,valid,valid,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,42.0
The pilot of a TCAS-equipped aircraft must have the option to switch to the Traffic-Advisory mode where traffic advisories are displayed but display of resolution advisories is prohibited.,constraint,valid,valid,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,43.0
The population has an increase in infected cases.,hazard,valid,valid,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7.0
The possibility of progressive flooding should be monitored and detected on time.,constraint,valid,valid,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12.0
The procedure for landing with a blown tire must be completely followed.,constraint,valid,valid,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,35.0
"The products shall be in conformity with the design. If it’s not, it shall not be used or operated.",constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11.0
The public must not be exposed to pathogens in drinking water.,constraint,valid,valid,water,2018,A Systems Analysis of the 1998 Sydney Water Crisis,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Thurs-Merrett-PUB-Sydneys-Water-quality-Crisis-systems-analysis_v2.pdf,6.0
The Quality Management Systems and Manufacturing Processes of the Company’s related to the Aeronautics and Space activities shall be certified.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11.0
"The reports, procedures and documents not approved by Certification Authority shall be revised and the revisions shall be submitted to the Certification Authority for approval. It might be necessary to repeat test or simulations in order to verify design changes.",constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,12.0
The scientific data corresponding to the mission goals are not collected.,loss,invalid,not,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,13.0
"The scientific data is rendered unusable (e.g., deleted, corrupted, not returned at required time) before it can be fully investigated.",loss,invalid,not,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,14.0
The separation of the first rocket stage (1E) must be detected.,constraint,valid,valid,aviation,2014,"SFTA, SFMECA, and STPA Applied to Brazilian Space Software",https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/STPA_Workshop2014-LAHOZ.pdf,14.0
The ship is approaching shallow water.,hazard,valid,valid,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12.0
The ship is very close to another ship or object.,hazard,valid,valid,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12.0
The ship must be maintained properly so that the occurrence of fire is prevented.,constraint,valid,valid,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,12.0
The ship's propulsion system is operating beyond the permissible limits.,hazard,valid,valid,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12.0
"The SIAS must operate when the 4 events—LOCA, 2ndHSL, S/WP-Ex, or REA—occur.",constraint,valid,valid,nuclear,2013,Application of STPA to Engineered Safety Features of a Nuclear Power Plant,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/01_Lee_STPA_ESFCCS.pdf,14.0
The software must receive the NAV_ON to initialize the flight time.,constraint,valid,valid,aviation,2014,"SFTA, SFMECA, and STPA Applied to Brazilian Space Software",https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/STPA_Workshop2014-LAHOZ.pdf,14.0
The spotter should be in a positions which will provide him the maximum possible observation range and minimum blind spots.,constraint,valid,valid,other,2017,Towards a STAMP-Based Safety Plans Approach for Construction Projects,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Ioannis-Dokas_Towards-A-STAMP-Based-Safety-Plans-Approach-For-Construction.pdf,15.0
The spotter should have in his disposal visual signs to attract the attention of the operators.,constraint,valid,valid,other,2017,Towards a STAMP-Based Safety Plans Approach for Construction Projects,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Ioannis-Dokas_Towards-A-STAMP-Based-Safety-Plans-Approach-For-Construction.pdf,15.0
The system must not disrupt the pilot and ATC operations during critical phases of flight nor disrupt aircraft operation.,constraint,valid,valid,aerospace,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,43.0
The system process variables violate the minimum safety acceptable standards conditions for energetic materials.,hazard,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11.0
The system reports the patient’s required results from the controller too late.,hazard,invalid,rewrite,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,37.0
The takeoff must be aborted at the first sign of loss of directional control.,constraint,valid,valid,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,35.0
The test planning shall consider the financial restrictions and the management risks of the project.,constraint,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,11.0
The train derails.,loss,invalid,accident,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10.0
"The train did not stop at the parking screen window, open the door.",hazard,invalid,rewrite,train,2016,13-Scenario Based STPA Analysis in Automated Urban Guided Transport System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/13-TangTao-W2016.pdf,13.0
The train exceeds speed limit of switch P10.,hazard,valid,valid,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10.0
The train exceeds speed limit of switch P2602.,hazard,valid,valid,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10.0
The train exceeds speed limit on tie line.,hazard,valid,valid,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10.0
The train hits obstacles that violated the limit.,loss,invalid,accident,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10.0
The train hits personnel.,loss,invalid,accident,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10.0
"The train in the process of moving, and open the door.",hazard,invalid,rewrite,train,2016,13-Scenario Based STPA Analysis in Automated Urban Guided Transport System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/13-TangTao-W2016.pdf,13.0
The train shall remain stopped and a door open command issued if an object is detected in the doorway when doors are closed.,constraint,valid,valid,train,2017,STPA for the Internet of Things (IOT),https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,32.0
The train squeezes at switch.,loss,invalid,accident,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10.0
The transition of primary flight controls in the rotation should be performed smoothly and continuously.,constraint,valid,valid,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,35.0
The vehicle behind crashes the ACC vehicle when the ACC system detects an object in the vehicle path (Backward Collision vehicle to vehicle).,loss,invalid,accident,automotive,2013,Experiences with Applying STPA to Software-Intensive Systems in the Automotive Domain,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Abdulkhaleq_STAMP_2013.pdf,7.0
"The vehicle does not maintain a safe minimum distance between itself and obstacles such as pedestrians, vehicles, objects, and terrain.",hazard,valid,valid,automotive,2017,Human-Automation Interaction in STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HumansAndAutomationTutorial_MFrance2017.pdf,39.0
"The vehicle parks inappropriately, either in an unsuitable space (e.g. blocking a fire hydrant) or in violation of parking guidelines (e.g. excessively far from the curb).",hazard,valid,valid,automotive,2017,Human-Automation Interaction in STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HumansAndAutomationTutorial_MFrance2017.pdf,39.0
The vehicle should keep adequate distance and height against the people and properties on the ground.,constraint,valid,valid,aviation,2013,A systematic safety control approach and practice on flight tests of a low-cost blended-wing-body demonstrator,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_LuYi_Presentation_2rd_STAMP_Workshop.pdf,16.0
There must be no person between train doors and PSDs when the train start.,constraint,valid,valid,train,2016,12-Exploring the Systematic Causes of Beijing Subway PSD Accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/12-SjZhang-W2016.pdf,12.0
There shall never be smoke inside the cabin.,constraint,valid,valid,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,15.0
There shall never be uncontrolled fire on board.,constraint,valid,valid,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,15.0
Toxic chemicals from the plant are in the atmosphere.,hazard,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,10.0
Toxic chemicals must be contained within plant equipment.,constraint,valid,valid,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5.0
Toxic chemicals must not be released.,constraint,valid,valid,nuclear,2013,STPA Beginner’s Tutorial,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/Basic_STPA_Tutorial1.pdf,30.0
Toxic plant chemicals must not be released into the atmosphere.,constraint,valid,valid,nuclear,2015,STPA Introduction,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-STPA-Tutotrial.pdf,10.0
Train departures while door has not been closed completely.,hazard,invalid,condition,train,2016,13-Scenario Based STPA Analysis in Automated Urban Guided Transport System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/13-TangTao-W2016.pdf,13.0
Train derails.,hazard,invalid,accident,train,2013,Using STAMP method to analyze serious accidents in China Railway system,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Hong_Serious_accidents_analysis_China_railway_STAMP.pdf,6.0
Train must not move with doors open.,constraint,valid,valid,train,2012,STPA and CAST Tutorial,http://psas.scripts.mit.edu/home/get_pdf.php?name=1-2-Beginners-Tutorial-part2.pdf,49.0
Train must run within limited speed.,constraint,valid,valid,train,2013,Using STAMP method to analyze serious accidents in China Railway system,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/02_Hong_Serious_accidents_analysis_China_railway_STAMP.pdf,6.0
Train start with people between train door and PSD.,hazard,valid,valid,train,2016,12-Exploring the Systematic Causes of Beijing Subway PSD Accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/12-SjZhang-W2016.pdf,12.0
Two aircraft collide.,loss,invalid,accident,aviation,2013,STPA Beginner’s Tutorial,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/Basic_STPA_Tutorial1.pdf,30.0
Two aircraft violate minimum separation.,hazard,valid,valid,aviation,2012,STPA Guided Exercise (aerospace example),https://psas.scripts.mit.edu/home/get_pdf.php?name=1-3-Advanced-Experienced-STPA-Guided-Exercise.pdf,17.0
Two aircraft violate minimum separation.,hazard,valid,valid,aviation,2013,STPA Beginner’s Tutorial,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/Basic_STPA_Tutorial1.pdf,30.0
Two or more vehicles collide.,loss,invalid,accident,automotive,2014,Application of STPA to an Automotive Shift-by-Wire System,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/GM-MIT-Research-STPA-Study-Presentation-for-MIT-Workshop-Final-For-Publication.pdf,7.0
Two or more vehicles collide.,loss,invalid,accident,automotive,2015,Iterative Application of STPA for an Automotive System,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Sundaram-Iterative-Application-for-GM.pdf,7.0
Two or more vehicles collide.,loss,invalid,accident,automotive,2015,Comparing STPA and FMEA on an Automotive Electric Power Steering System,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Sotomayor-Comparing-STPA-and-FMEA.pdf,18.0
Two or more Vehicles Collide.,loss,invalid,accident,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10.0
